"","Page","URL","og.title","Pageviews","Unique.Pageviews","Avg..Time.on.Page","Entrances","Bounce.Rate","X..Exit","Page.Value","title"
"134","/issue/bouquets-my-father","http://americamagazine.org/issue/bouquets-my-father",NA,"576","524","0:03:32","235","79.75%","54.34%","$0.00","Bouquets for My Father"
"135","/content/unconventional-wisdom/when-ted-kennedy-went-all-way-convention","http://americamagazine.org/content/unconventional-wisdom/when-ted-kennedy-went-all-way-convention",NA,"574","527","0:03:40","262","72.62%","59.76%","$0.00","When Ted Kennedy went all the way to the convention"
"136","/content/dispatches/africa-jesuits-africa-and-madagascar","http://americamagazine.org/content/dispatches/africa-jesuits-africa-and-madagascar",NA,"573","520","0:05:08","456","78.73%","79.58%","$0.00","Into Africa: The Jesuits in Africa and Madagascar"
"137","/issue/faster-higher-stronger","http://americamagazine.org/issue/faster-higher-stronger",NA,"570","548","0:07:26","541","91.88%","94.74%","$0.00","The complicated life of Jesse Owens"
"138","/sections/editorials-0","http://americamagazine.org/sections/editorials-0",NA,"566","491","0:00:48","84","56.63%","27.21%","$0.00","Editorials"
"139","/media/podcasts/boys-bunkhouse","http://americamagazine.org/media/podcasts/boys-bunkhouse",NA,"561","508","0:03:00","381","82.68%","70.05%","$0.00","The Boys in the Bunkhouse"
"140","/podcast","http://americamagazine.org/podcast",NA,"558","423","0:01:06","224","59.56%","39.43%","$0.00","Podcasts"
"141","/issue/276/article/religion-and-politics-india","http://americamagazine.org/issue/276/article/religion-and-politics-india",NA,"554","506","0:07:27","506","91.30%","91.34%","$0.00","Religion and Politics in India"
"142","/content/good-word/christian-fatherhood","http://americamagazine.org/content/good-word/christian-fatherhood",NA,"553","506","0:02:17","269","82.90%","61.12%","$0.00","What a Christian father teaches"
"143","/sections/books","http://americamagazine.org/sections/books",NA,"547","429","0:01:01","90","60.00%","33.27%","$0.00","Books"
"144","/content/all-things/faith-and-science-georges-lemaitre-11-questions-dr-karl-van-bibber","http://americamagazine.org/content/all-things/faith-and-science-georges-lemaitre-11-questions-dr-karl-van-bibber",NA,"543","485","0:05:44","323","77.91%","68.88%","$0.00","The faith and science of Georges Lemaître, father of the Big Bang"
"145","/content/dispatches/fascinating-new-take-jesuit-missionaries-china","http://americamagazine.org/content/dispatches/fascinating-new-take-jesuit-missionaries-china",NA,"543","488","0:04:22","282","79.08%","65.56%","$0.00","A fascinating new take on the Jesuit missionaries to China"
"146","/joy-love","http://americamagazine.org/joy-love",NA,"537","479","0:02:42","302","75.25%","60.71%","$0.00","Take a deeper look at Pope Francis’ statement on marriage and the family."
"147","/user/register","http://americamagazine.org/user/register",NA,"529","365","0:01:11","75","84.00%","27.41%","$0.00","User account"
"148","/issue/344/article/dealing-terrorism","http://americamagazine.org/issue/344/article/dealing-terrorism",NA,"527","479","0:08:35","479","89.56%","90.70%","$0.00","Dealing With Terrorism"
"149","/submit","http://americamagazine.org/submit",NA,"524","399","0:01:52","366","53.01%","46.76%","$0.00","unknown"
"150","/content/all-things/my-journey-atheist-catholic-11-questions-leah-libresco","http://americamagazine.org/content/all-things/my-journey-atheist-catholic-11-questions-leah-libresco",NA,"517","490","0:27:04","488","65.24%","93.04%","$0.00","My Journey from Atheist to Catholic: 11 Questions for Leah Libresco"
"151","/403.html?page=/content/all-things/solidarity-our-lgbt-brothers-and-sisters&from=https://www.facebook.com/","http://americamagazine.org/403.html?page=/content/all-things/solidarity-our-lgbt-brothers-and-sisters&from=https://www.facebook.com/",NA,"514","364","0:01:40","339","60.77%","56.42%","$0.00","unknown"
"152","/toc-past/2016-05-23","http://americamagazine.org/toc-past/2016-05-23",NA,"511","315","0:00:23","12","25.00%","4.70%","$0.00",NA
"153","/news/catholic-news-briefs","http://americamagazine.org/news/catholic-news-briefs",NA,"510","419","0:00:39","25","44.00%","22.35%","$0.00","Catholic News Briefs"
"154","/issue/jesuss-wife-papyrus-likely-fake","http://americamagazine.org/issue/jesuss-wife-papyrus-likely-fake",NA,"509","479","0:04:13","396","85.86%","80.94%","$0.00","'Jesus's wife' papyrus is likely a fake, professor now says"
"155","/issue/pope-names-apostolic-administrator-guam-archdiocese","http://americamagazine.org/issue/pope-names-apostolic-administrator-guam-archdiocese",NA,"506","482","0:02:21","405","85.96%","82.02%","$0.00","Pope Francis names administrator for Guam following abuse allegations against archbishop"
"156","/content/all-things/mercy-matters-author-qa-mathew-n-schmalz","http://americamagazine.org/content/all-things/mercy-matters-author-qa-mathew-n-schmalz",NA,"500","459","0:04:49","251","71.43%","70.20%","$0.00","There is more to mercy than sin and forgiveness."
"157","/sections/media","http://americamagazine.org/sections/media",NA,"499","392","0:00:30","173","60.12%","30.66%","$0.00","Media"
"158","/sections/dispatches","http://americamagazine.org/sections/dispatches",NA,"490","395","0:00:56","93","72.04%","35.92%","$0.00","Dispatches"
"159","/content/all-things/william-calley-lives","http://americamagazine.org/content/all-things/william-calley-lives",NA,"489","456","0:08:34","445","76.67%","91.21%","$0.00","William Calley Lives"
"160","/issue/448/article/vatican-concordat-hitlers-reich","http://americamagazine.org/issue/448/article/vatican-concordat-hitlers-reich",NA,"487","462","0:08:32","459","94.14%","94.05%","$0.00","The Vatican Concordat With Hitler's Reich"
"161","/issue/not-peanuts","http://americamagazine.org/issue/not-peanuts",NA,"477","447","0:02:12","204","73.30%","54.09%","$0.00","The U.S. is sending 500 tons of peanuts to Haiti in aid. Here's why that will hurt their economy"
"162","/issue/supreme-indecision","http://americamagazine.org/issue/supreme-indecision",NA,"472","444","0:02:06","155","87.74%","45.76%","$0.00","SCOTUS indecision in Zubik case leaves much clarification desired on the law and religious freedom"
"163","/issue/home-rules","http://americamagazine.org/issue/home-rules",NA,"466","427","0:02:39","245","88.21%","65.02%","$0.00","Ireland's housing crisis has become its most glaring expression of social inequality"
"164","/issue/many-things-131","http://americamagazine.org/issue/many-things-131",NA,"465","433","0:02:16","201","82.09%","57.20%","$0.00","The Bathroom Wars: Is all of this really necessary?"
"165","/content/all-things/gift-parenting-autistic-son-author-qa-ron-fournier","http://americamagazine.org/content/all-things/gift-parenting-autistic-son-author-qa-ron-fournier",NA,"464","420","0:08:10","334","60.77%","80.60%","$0.00","The gift of parenting an autistic son: Q&A with political journalist Ron Fournier"
"166","/archives/2007","http://americamagazine.org/archives/2007",NA,"463","184","0:00:10","0","0.00%","0.86%","$0.00","Archives: 2007"
"167","/issue/worth-fig","http://americamagazine.org/issue/worth-fig",NA,"461","436","0:07:31","418","88.04%","90.24%","$0.00","Taking your children to Mass isn’t always easy but it’s always worth it."
"168","/content/all-things/muhammad-ali-fighter-fists-and-words","http://americamagazine.org/content/all-things/muhammad-ali-fighter-fists-and-words",NA,"457","403","0:03:36","229","84.72%","64.55%","$0.00","Muhammad Ali's search outside the ring"
"169","/issue/next-stop-cairo","http://americamagazine.org/issue/next-stop-cairo",NA,"457","426","0:02:53","207","78.26%","58.21%","$0.00","When will Pope Francis go to Cairo?"
"170","/issue/aids-epidemic-35","http://americamagazine.org/issue/aids-epidemic-35",NA,"451","412","0:03:36","278","68.71%","56.54%","$0.00","It's been 35 years since the first reported case of H.I.V. in the U.S. How much has changed?"
"171","/issue/pope-francis-visit-sweden-reformations-500th","http://americamagazine.org/issue/pope-francis-visit-sweden-reformations-500th",NA,"449","418","0:03:14","347","87.03%","81.51%","$0.00","Pope Francis to visit Sweden on 500th anniversary of the Reformation"
"172","/content/good-word/top-twelve-parables","http://americamagazine.org/content/good-word/top-twelve-parables",NA,"432","408","0:06:43","408","90.69%","93.75%","$0.00","Top Twelve Parables"
"173","/resources-america-community","http://americamagazine.org/resources-america-community",NA,"428","315","0:00:27","53","92.45%","25.23%","$0.00","Resources for the 'America' Community"
"174","/issue/pope-beatitudes-guide-us-path-christian-life","http://americamagazine.org/issue/pope-beatitudes-guide-us-path-christian-life",NA,"426","398","0:03:28","273","87.18%","73.00%","$0.00","Pope Francis' homily on the Beatitudes"
"175","/content/all-things/ashley-mckinless-named-egan-journalism-fellow","http://americamagazine.org/content/all-things/ashley-mckinless-named-egan-journalism-fellow",NA,"420","370","0:03:21","250","66.14%","67.62%","$0.00","Ashley McKinless named Egan Journalism Fellow by Catholic Relief Services"
"176","/content/all-things/st-petersburg-center-world","http://americamagazine.org/content/all-things/st-petersburg-center-world",NA,"420","378","0:03:51","158","85.99%","55.48%","$0.00","A city that stays with you: our literary editor reports from St. Petersburg"
"177","/archives/2013","http://americamagazine.org/archives/2013",NA,"419","212","0:00:16","7","0.00%","0.95%","$0.00","Archives: 2013"
"178","/content/dispatches/fear-wins-uks-brexitbremain-referendum","http://americamagazine.org/content/dispatches/fear-wins-uks-brexitbremain-referendum",NA,"419","382","0:03:19","190","88.42%","60.62%","$0.00","A shoddy debate degrades Brexit/Bremain referendum"
"179","/content/all-things/gratutious-death-penalty-cases-against-dylann-roof","http://americamagazine.org/content/all-things/gratutious-death-penalty-cases-against-dylann-roof",NA,"410","390","0:02:52","238","73.95%","65.85%","$0.00","The gratutious death penalty cases against Dylann Roof"
"180","/content/good-word/heidenroslein","http://americamagazine.org/content/good-word/heidenroslein",NA,"409","369","0:03:04","278","80.29%","74.08%","$0.00","If love pricks the heart never heals."
"181","/issue/christians-and-reincarnation","http://americamagazine.org/issue/christians-and-reincarnation",NA,"408","387","0:08:46","387","91.21%","94.36%","$0.00","25 percent of US Christians believe in reincarnation. What’s wrong with this picture?"
"182","/archives/2010","http://americamagazine.org/archives/2010",NA,"407","181","0:00:11","1","100.00%","1.23%","$0.00","Archives: 2010"
"183","/issue/pope-francis-holiness-courage-hope-daily-conversion","http://americamagazine.org/issue/pope-francis-holiness-courage-hope-daily-conversion",NA,"405","355","0:03:41","234","79.24%","67.41%","$0.00","Pope Francis: Holiness is a journey that takes courage, hope and daily conversion"
"184","/issue/many-things-132","http://americamagazine.org/issue/many-things-132",NA,"399","370","0:03:39","312","77.56%","73.93%","$0.00","From the Archives: Robert Kennedy Remembered at St. Patrick's Cathedral"
"185","/content/good-word/jesus-teachings-marriage-and-divorce","http://americamagazine.org/content/good-word/jesus-teachings-marriage-and-divorce",NA,"398","365","0:06:23","360","80.17%","90.95%","$0.00","A Scriptural look at Jesus' teachings on marriage and divorce"
"186","/content/the-word/one-necessary-thing","http://americamagazine.org/content/the-word/one-necessary-thing",NA,"397","330","0:01:22","84","41.67%","25.44%","$0.00",NA
"187","/issue/gospel-according-nones","http://americamagazine.org/issue/gospel-according-nones",NA,"391","366","0:04:10","353","94.05%","89.26%","$0.00","The Gospel According To the ‘Nones’"
"188","/foley-poetry","http://americamagazine.org/foley-poetry",NA,"387","335","0:01:54","298","58.05%","60.72%","$0.00","Foley Poetry Contest"
"189","/content/all-things/gauging-impact-scotus-texas-abortion-ruling","http://americamagazine.org/content/all-things/gauging-impact-scotus-texas-abortion-ruling",NA,"384","351","0:02:03","155","78.71%","55.21%","$0.00","Gauging the impact of the SCOTUS Texas abortion ruling"
"190","/issue/261/columns/life-90s","http://americamagazine.org/issue/261/columns/life-90s",NA,"382","360","0:06:41","360","93.89%","94.24%","$0.00","Life in the 90's"
"191","/issue/424/article/wholesomeness-holiness-and-hairspray","http://americamagazine.org/issue/424/article/wholesomeness-holiness-and-hairspray",NA,"381","217","0:03:27","216","65.16%","56.96%","$0.00","Wholesomeness, Holiness and Hairspray"
"192","/content/all-things/elizabeth-dias-time-magazine-selected-2016-recipient-george-w-hunt-sj-prize","http://americamagazine.org/content/all-things/elizabeth-dias-time-magazine-selected-2016-recipient-george-w-hunt-sj-prize",NA,"377","351","0:02:59","258","91.47%","77.98%","$0.00","Elizabeth Dias of Time magazine is the 2016 recipient of $25,000 Hunt Prize."
"193","/issue/poet-and-prophet","http://americamagazine.org/issue/poet-and-prophet",NA,"373","313","0:03:52","299","79.40%","73.99%","$0.00","Poet and Prophet: The peacemaking legacy of Daniel Berrigan, S.J."
"194","/poetry","http://americamagazine.org/poetry",NA,"366","260","0:00:47","134","62.69%","33.61%","$0.00","Poem"
"195","/content/all-things/amoris-laetitia-and-gay-marriage-closer-look","http://americamagazine.org/content/all-things/amoris-laetitia-and-gay-marriage-closer-look",NA,"357","332","0:06:27","126","73.81%","63.31%","$0.00","‘Amoris Laetitia’ and gay marriage: a closer look"
"196","/issue/pope-francis-says-praying-our-enemies-can-heal-our-heart","http://americamagazine.org/issue/pope-francis-says-praying-our-enemies-can-heal-our-heart",NA,"357","322","0:02:39","160","86.88%","59.10%","$0.00","Pope Francis says praying for our enemies can heal our heart"
"197","/about/editors-and-staff","http://americamagazine.org/about/editors-and-staff",NA,"355","264","0:00:41","93","33.33%","27.32%","$0.00","Editors and Staff"
"198","/issue/100/ten-building-blocks-catholic-social-teaching","http://americamagazine.org/issue/100/ten-building-blocks-catholic-social-teaching",NA,"352","314","0:10:51","310","89.35%","88.92%","$0.00","Ten Building Blocks of Catholic Social Teaching"
